Timestamp,Age,Age Group,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/28/2022 18:55,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:58,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:58,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:59,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 18:59,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:04,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:12,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:16,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:18,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:20,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:26,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:27,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:29,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:29,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:30,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:30,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:35,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:40,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:46,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:46,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:50,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 19:59,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:01,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:04,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:12,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:15,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:20,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:20,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:33,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:37,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:43,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:57,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 20:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:01,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:06,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:11,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:23,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:24,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:26,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:28,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:30,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:30,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:31,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:48,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:48,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:52,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:55,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 21:55,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:05,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:06,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:11,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:21,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:30,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:38,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:39,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:39,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:49,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:51,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:51,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:53,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 22:58,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:19,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:23,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:23,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:23,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:26,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:34,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:34,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:40,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:42,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:47,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:50,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/28/2022 23:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:03,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:05,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:05,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:21,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:33,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:33,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:39,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:39,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:47,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:50,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:50,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 0:59,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:06,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:17,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:26,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:34,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:34,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:54,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 1:59,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:06,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:22,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:25,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:28,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:29,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:30,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:30,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:40,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:43,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:46,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:46,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:49,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 2:54,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:01,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:17,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:21,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:29,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:32,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:44,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:46,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 3:49,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:02,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:02,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:17,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:36,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:37,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:42,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:51,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:53,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 4:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:06,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:14,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:20,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:22,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:35,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:37,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:41,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:45,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 5:50,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 6:00,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 6:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 6:31,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 6:44,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 6:58,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 7:11,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 7:17,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 7:48,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 7:52,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 7:53,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:23,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:28,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:37,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:38,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:39,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 8:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:01,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:26,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:42,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:43,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:47,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:52,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 9:56,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:23,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:23,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:25,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:41,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:44,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 10:45,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 11:02,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 11:04,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 11:16,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 11:41,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 11:56,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 12:25,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 12:30,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 12:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 13:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 14:13,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 14:25,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 14:49,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 14:53,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 15:05,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 15:18,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 15:20,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 16:05,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 16:07,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 16:28,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 16:39,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:04,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:32,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:36,,,Apple Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:52,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 17:58,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:09,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:13,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:47,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:56,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 18:57,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 19:07,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 19:08,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 19:44,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:03,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:04,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:12,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:18,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:22,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 20:47,,,Other streaming service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 21:21,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 21:24,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 22:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 22:04,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 22:52,,,I do not use a streaming service.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 23:20,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/29/2022 23:36,,,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 0:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 0:14,,,YouTube Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 1:01,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 5:16,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 6:05,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 6:10,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
8/30/2022 8:00,,,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I understand.
